"","Subject","Activity","variable","value"
"126","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.277045258145833
"127","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.28030708
"128","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.283484089210526
"129","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.295923445
"130","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.290401594315789
"131","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.291605631956522
"132","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.281521097391304
"133","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.294907553404255
"134","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.293422115555556
"135","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.280198851190476
"136","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.295586802191489
"137","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.29391828326087
"138","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.288439468909091
"139","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.262688053871795
"140","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.296144421355556
"141","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.3014610196
"142","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.284458963861111
"143","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.289897411148148
"144","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.288631208909091
"145","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.291329666206897
"146","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.2792845828
"147","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.2975441875
"148","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.293642076521739
"149","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.293140441083333
"150","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-X",0.283190646967742
"151","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.255461689622641
"152","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.247164790395833
"153","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.260819873067797
"154","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.270876696730769
"155","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.268459469914894
"156","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.268229355098039
"157","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.248706923078431
"158","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.258880152048781
"159","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.262436475714286
"160","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.267121853404255
"161","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.263775859277778
"162","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.272970338653846
"163","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.258203939581818
"164","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.26242106612963
"165","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.270187595833333
"166","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.255986102627451
"167","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.252604768583333
"168","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.265401201896552
"169","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.242118808925
"170","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.252098317156863
"171","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.265194544680851
"172","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.248391534566667
"173","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.249995171031373
"174","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.269881106779661
"175","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.277995411384615
"176","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.272691394545455
"177","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.265770253921569
"178","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.262005841764706
"179","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.265423066877551
"180","1","WALKING_UPSTAIRS","tBodyAcc-mean()-X",0.271415642261538
"181","1","LAYING","tBodyAcc-mean()-Y",-0.0405139534294
"182","1","LAYING","tBodyAcc-mean()-Y",-0.0181587397583333
"183","1","LAYING","tBodyAcc-mean()-Y",-0.0189556785048387
"184","1","LAYING","tBodyAcc-mean()-Y",-0.0150031841055556
"185","1","LAYING","tBodyAcc-mean()-Y",-0.0183042123269231
"186","1","LAYING","tBodyAcc-mean()-Y",-0.0102529170561404
"187","1","LAYING","tBodyAcc-mean()-Y",-0.0204411516884615
"188","1","LAYING","tBodyAcc-mean()-Y",-0.0212281733881481
"189","1","LAYING","tBodyAcc-mean()-Y",-0.020526821662
"190","1","LAYING","tBodyAcc-mean()-Y",-0.024294484137931
"191","1","LAYING","tBodyAcc-mean()-Y",-0.0176598052315789
"192","1","LAYING","tBodyAcc-mean()-Y",-0.0175203917146667
"193","1","LAYING","tBodyAcc-mean()-Y",-0.020440454366129
"194","1","LAYING","tBodyAcc-mean()-Y",-0.0113424652490196
"195","1","LAYING","tBodyAcc-mean()-Y",-0.0166296542054167
"196","1","LAYING","tBodyAcc-mean()-Y",-0.0166103510562857
"197","1","LAYING","tBodyAcc-mean()-Y",-0.0168462006729577
"198","1","LAYING","tBodyAcc-mean()-Y",-0.0173937684615385
"199","1","LAYING","tBodyAcc-mean()-Y",-0.0171426864421687
"200","1","LAYING","tBodyAcc-mean()-Y",-0.0144406281132353
"201","1","LAYING","tBodyAcc-mean()-Y",-0.0184233048415556
"202","1","LAYING","tBodyAcc-mean()-Y",-0.0142629864502778
"203","1","LAYING","tBodyAcc-mean()-Y",-0.0216553835833333
"204","1","LAYING","tBodyAcc-mean()-Y",-0.0173555210111111
"205","1","LAYING","tBodyAcc-mean()-Y",-0.0188943663671233
"206","1","LAYING","tBodyAcc-mean()-Y",-0.0191895728026316
"207","1","LAYING","tBodyAcc-mean()-Y",-0.0179867611216216
"208","1","LAYING","tBodyAcc-mean()-Y",-0.0167537858225
"209","1","LAYING","tBodyAcc-mean()-Y",-0.0171965484202899
"210","1","LAYING","tBodyAcc-mean()-Y",-0.0194494098614286
"211","1","SITTING","tBodyAcc-mean()-Y",-0.00130828765170213
"212","1","SITTING","tBodyAcc-mean()-Y",-0.0156879937282609
"213","1","SITTING","tBodyAcc-mean()-Y",-0.00350299841730769
"214","1","SITTING","tBodyAcc-mean()-Y",-0.007163065158
"215","1","SITTING","tBodyAcc-mean()-Y",-0.00990083527045455
"216","1","SITTING","tBodyAcc-mean()-Y",-0.0145911615290909
"217","1","SITTING","tBodyAcc-mean()-Y",-0.01461097580375
"218","1","SITTING","tBodyAcc-mean()-Y",-0.00672550621304348
"219","1","SITTING","tBodyAcc-mean()-Y",-0.02701677698
"220","1","SITTING","tBodyAcc-mean()-Y",-0.015042681852037
"221","1","SITTING","tBodyAcc-mean()-Y",-0.0149195616754717
"222","1","SITTING","tBodyAcc-mean()-Y",-0.0157892988523529
"223","1","SITTING","tBodyAcc-mean()-Y",-0.00587732936326531
"224","1","SITTING","tBodyAcc-mean()-Y",-0.00870565463888889
"225","1","SITTING","tBodyAcc-mean()-Y",-0.0117188472271186
"226","1","SITTING","tBodyAcc-mean()-Y",-0.0102497939956522
"227","1","SITTING","tBodyAcc-mean()-Y",-0.014156274084375
"228","1","SITTING","tBodyAcc-mean()-Y",-0.0128691279736842
"229","1","SITTING","tBodyAcc-mean()-Y",-0.016739260030137
"230","1","SITTING","tBodyAcc-mean()-Y",-0.0147229305131818
"231","1","SITTING","tBodyAcc-mean()-Y",-0.0144009705494118
"232","1","SITTING","tBodyAcc-mean()-Y",-0.0123468446419355
"233","1","SITTING","tBodyAcc-mean()-Y",-0.0133945015676471
"234","1","SITTING","tBodyAcc-mean()-Y",-0.0131255097938235
"235","1","SITTING","tBodyAcc-mean()-Y",-0.0147696808030769
"236","1","SITTING","tBodyAcc-mean()-Y",-0.00713364541358974
"237","1","SITTING","tBodyAcc-mean()-Y",-0.0155269799285714
"238","1","SITTING","tBodyAcc-mean()-Y",-0.0185404441258333
"239","1","SITTING","tBodyAcc-mean()-Y",-0.016630680375
"240","1","SITTING","tBodyAcc-mean()-Y",-0.00804731295322581
"241","1","STANDING","tBodyAcc-mean()-Y",-0.0161375901037736
"242","1","STANDING","tBodyAcc-mean()-Y",-0.0184208270166667
"243","1","STANDING","tBodyAcc-mean()-Y",-0.0143376555065574
"244","1","STANDING","tBodyAcc-mean()-Y",-0.00948911098553571
"245","1","STANDING","tBodyAcc-mean()-Y",-0.00700418554517857
"246","1","STANDING","tBodyAcc-mean()-Y",-0.0181236327175439
"247","1","STANDING","tBodyAcc-mean()-Y",-0.0145740341037736
"248","1","STANDING","tBodyAcc-mean()-Y",-0.0148113067148148
"249","1","STANDING","tBodyAcc-mean()-Y",-0.0200454954022222
"250","1","STANDING","tBodyAcc-mean()-Y",-0.0155418603409091
"251","1","STANDING","tBodyAcc-mean()-Y",-0.0171990886595745
"252","1","STANDING","tBodyAcc-mean()-Y",-0.0169002543196721
"253","1","STANDING","tBodyAcc-mean()-Y",-0.0167891993964912
"254","1","STANDING","tBodyAcc-mean()-Y",-0.01520781344
"255","1","STANDING","tBodyAcc-mean()-Y",-0.0183516360396226
"256","1","STANDING","tBodyAcc-mean()-Y",-0.0165999672935897
"257","1","STANDING","tBodyAcc-mean()-Y",-0.0174120064169231
"258","1","STANDING","tBodyAcc-mean()-Y",-0.0166353518150685
"259","1","STANDING","tBodyAcc-mean()-Y",-0.0154244056945205
"260","1","STANDING","tBodyAcc-mean()-Y",-0.0180695049161644
"261","1","STANDING","tBodyAcc-mean()-Y",-0.0167084730205618
"262","1","STANDING","tBodyAcc-mean()-Y",-0.0158563207496825
"263","1","STANDING","tBodyAcc-mean()-Y",-0.0177475547867647
"264","1","STANDING","tBodyAcc-mean()-Y",-0.0144785340348986
"265","1","STANDING","tBodyAcc-mean()-Y",-0.0163569730274324
"266","1","STANDING","tBodyAcc-mean()-Y",-0.0166608306652703
"267","1","STANDING","tBodyAcc-mean()-Y",-0.016593236445
"268","1","STANDING","tBodyAcc-mean()-Y",-0.0172635124672152
"269","1","STANDING","tBodyAcc-mean()-Y",-0.0172605869061538
"270","1","STANDING","tBodyAcc-mean()-Y",-0.0170163887813559
"271","1","WALKING","tBodyAcc-mean()-Y",-0.0173838185273684
"272","1","WALKING","tBodyAcc-mean()-Y",-0.0185949199145763
"273","1","WALKING","tBodyAcc-mean()-Y",-0.0171767844203448
"274","1","WALKING","tBodyAcc-mean()-Y",-0.0148399475341667
"275","1","WALKING","tBodyAcc-mean()-Y",-0.0172850317482679
"276","1","WALKING","tBodyAcc-mean()-Y",-0.0168954189082456
"277","1","WALKING","tBodyAcc-mean()-Y",-0.018653665345614
"278","1","WALKING","tBodyAcc-mean()-Y",-0.0186628865310417
"279","1","WALKING","tBodyAcc-mean()-Y",-0.0180891971284423
"280","1","WALKING","tBodyAcc-mean()-Y",-0.017022351190566
"281","1","WALKING","tBodyAcc-mean()-Y",-0.0166475833623729
"282","1","WALKING","tBodyAcc-mean()-Y",-0.015560927606
"283","1","WALKING","tBodyAcc-mean()-Y",-0.0185660651947368
"284","1","WALKING","tBodyAcc-mean()-Y",-0.0217785380966102
"285","1","WALKING","tBodyAcc-mean()-Y",-0.0170809740090741
"286","1","WALKING","tBodyAcc-mean()-Y",-0.0204286929452941
"287","1","WALKING","tBodyAcc-mean()-Y",-0.0184875403339344
"288","1","WALKING","tBodyAcc-mean()-Y",-0.0178023631866071
"289","1","WALKING","tBodyAcc-mean()-Y",-0.0191773587903846
"290","1","WALKING","tBodyAcc-mean()-Y",-0.021199992245098
"291","1","WALKING","tBodyAcc-mean()-Y",-0.0181610317526923
"292","1","WALKING","tBodyAcc-mean()-Y",-0.0167213607957174
"293","1","WALKING","tBodyAcc-mean()-Y",-0.0183618711932203
"294","1","WALKING","tBodyAcc-mean()-Y",-0.0225446400534483
"295","1","WALKING","tBodyAcc-mean()-Y",-0.0186477624716216
"296","1","WALKING","tBodyAcc-mean()-Y",-0.0154259586949153
"297","1","WALKING","tBodyAcc-mean()-Y",-0.0166478783221912
"298","1","WALKING","tBodyAcc-mean()-Y",-0.0156759722981481
"299","1","WALKING","tBodyAcc-mean()-Y",-0.0162915600588679
"300","1","WALKING","tBodyAcc-mean()-Y",-0.0175880385730769
"301","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.00991850461020408
"302","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0226614158361702
"303","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0193554079328571
"304","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.00980200850666667
"305","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.00850107533191489
"306","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.019536840063125
"307","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0166332372978723
"308","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0211058674973684
"309","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0203994269075476
"310","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0200050770710526
"311","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0178097721219565
"312","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.018084266865793
"313","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0143723839108511
"314","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0200141413657778
"315","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.00563047804309524
"316","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0183898583787234
"317","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0167359404347826
"318","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0168666920221818
"319","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0145942275069487
"320","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.00964120773155556
"321","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0173195390157778
"322","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0197999371686389
"323","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0162111457238889
"324","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0145730348310909
"325","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0210170522987931
"326","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.01262580966778
"327","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0135564467159091
"328","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0220230465913043
"329","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.01494121505625
"330","1","WALKING_DOWNSTAIRS","tBodyAcc-mean()-Y",-0.0174383900204839
"331","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0239531492643396
"332","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0214121132045833
"333","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0324109410555932
"334","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0319804295729615
"335","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0325269755153191
"336","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0272425385070588
"337","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0275639005607843
"338","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0282415136341463
"339","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0195101099975714
"340","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0143854920340426
"341","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0303157822055556
"342","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0263574903403846
"343","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0277392253910909
"344","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0204388180024074
"345","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0287523860708333
"346","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0143654945011765
"347","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0228645614308333
"348","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0222060684378914
"349","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0303986615775
"350","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0282258047588235
"351","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0237218695148936
"352","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0268622561133333
"353","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0323844029237255
"354","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0251979434569492
"355","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0269863524264615
"356","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0281633797398182
"357","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0200953324078431
"358","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0279443943478431
"359","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0299465312326531
"360","1","WALKING_UPSTAIRS","tBodyAcc-mean()-Y",-0.0253311698786154
"361","1","LAYING","tBodyAcc-mean()-Z",-0.11320355358
"362","1","LAYING","tBodyAcc-mean()-Z",-0.107245610416667
"363","1","LAYING","tBodyAcc-mean()-Z",-0.101300477506452
"364","1","LAYING","tBodyAcc-mean()-Z",-0.110688150314815
"365","1","LAYING","tBodyAcc-mean()-Z",-0.107937603673077
"366","1","LAYING","tBodyAcc-mean()-Z",-0.133119570368421
"367","1","LAYING","tBodyAcc-mean()-Z",-0.101361036576923
"368","1","LAYING","tBodyAcc-mean()-Z",-0.102245365611111
"369","1","LAYING","tBodyAcc-mean()-Z",-0.10754972144
"370","1","LAYING","tBodyAcc-mean()-Z",-0.117168642362069
"371","1","LAYING","tBodyAcc-mean()-Z",-0.108786578070175
"372","1","LAYING","tBodyAcc-mean()-Z",-0.108160125666667
"373","1","LAYING","tBodyAcc-mean()-Z",-0.104331864532258
"374","1","LAYING","tBodyAcc-mean()-Z",-0.0868333315509804
"375","1","LAYING","tBodyAcc-mean()-Z",-0.118530240291667
"376","1","LAYING","tBodyAcc-mean()-Z",-0.107310493242857
"377","1","LAYING","tBodyAcc-mean()-Z",-0.107006279704225
"378","1","LAYING","tBodyAcc-mean()-Z",-0.107698927907692
"379","1","LAYING","tBodyAcc-mean()-Z",-0.10898146186747
"380","1","LAYING","tBodyAcc-mean()-Z",-0.104274322538235
"381","1","LAYING","tBodyAcc-mean()-Z",-0.103253832233333
"382","1","LAYING","tBodyAcc-mean()-Z",-0.110800924652778
